121, 2.590e+00
122, 2.059e+00
123, 4.151e+00
124, -2.998e+00
125, -7.458e+00
126, -9.524e+00
127, -6.691e+00
128, -5.260e+00
129, 2.435e+00
130, 6.296e-01
131, 1.198e+00
132, -1.257e+00
133, -1.788e+00
134, 7.437e-01
135, 3.049e+00
136, 9.136e-01
137, 6.626e-01
138, 3.152e+00
139, 4.435e+00
140, 3.542e+00
141, 2.407e+00
142, 1.284e+00
143, -1.974e-01
144, -1.905e+00
145, -2.455e+00
146, -7.280e-01
147, 5.374e-02
148, 1.733e-01
149, 2.340e+00
150, 1.223e+00
151, 1.466e+00
152, 2.572e+00
153, 4.312e+00
154, 6.196e+00
155, 4.993e+00
156, 7.165e+00
157, 6.415e+00
158, 4.331e+00
159, 3.863e+00
160, 6.218e+00
161, 7.413e+00
162, 6.297e+00
163, 6.715e+00
164, 6.932e+00
165, 7.438e+00
166, 8.683e+00
167, 8.810e+00
168, 6.779e+00
169, 7.250e+00
170, 6.981e+00
171, 7.192e+00
172, 7.449e+00
173, 7.852e+00
174, 8.359e+00
175, 9.167e+00
176, 8.204e+00
177, 5.832e+00
178, 5.507e+00
179, 6.426e+00
180, 5.112e+00
181, 3.874e+00
182, 4.413e+00
183, 5.599e+00
184, 6.303e+00
185, 7.882e+00
186, 7.414e+00
187, 6.153e+00
188, 6.907e+00
189, 9.198e+00
190, 7.140e+00
191, 6.008e+00
192, 7.182e+00
193, 6.892e+00
194, 6.425e+00
195, 5.903e+00
196, 5.337e+00
197, 5.996e+00
198, 6.803e+00
199, 6.854e+00
200, 7.710e+00
201, 8.343e+00
202, 8.743e+00
203, 8.678e+00
204, 8.040e+00
205, 6.431e+00
206, 7.658e+00
207, 6.346e+00
208, 7.605e+00
209, 7.484e+00
210, 7.151e+00
211, 7.897e+00
212, 8.057e+00
213, 6.252e+00
214, 6.350e+00
215, 6.698e+00
216, 6.276e+00
217, 6.467e+00
218, 5.917e+00
219, 5.956e+00
220, 6.926e+00
221, 8.371e+00
222, 7.821e+00
223, 6.857e+00
224, 9.111e+00
225, 7.343e+00
226, 6.359e+00
227, 6.410e+00
228, 9.515e+00
229, 9.727e+00
230, 8.435e+00
231, 8.392e+00
232, 8.505e+00
233, 6.715e+00
234, 6.798e+00
235, 6.784e+00
236, 3.057e+00
237, 1.945e+00
238, 2.785e+00
239, 4.600e+00
240, 2.652e+00
241, 6.612e+00
242, 8.574e+00
243, 5.757e+00
244, 3.919e+00
245, 3.640e+00
246, 4.608e+00
247, 6.332e+00
248, 7.097e+00
249, 5.348e+00
250, 5.528e+00
251, 5.555e+00
252, 3.233e+00
253, 2.914e+00
254, 2.348e+00
255, 2.685e+00
256, 1.381e+00
257, -4.786e-02
258, 1.507e+00
259, 2.641e+00
260, 3.426e+00
261, 4.473e+00
262, 2.916e+00
263, 2.080e+00
264, 4.506e+00
265, 1.238e+00
266, 8.760e-01
267, 7.205e-01
268, -1.374e+00
269, -3.522e+00
270, -1.053e+01
271, -8.496e+00
272, -1.841e+00
273, -2.829e+00
274, -2.000e+00
275, -2.320e+00
276, -6.029e+00
277, -8.436e+00
278, -3.987e+00
279, -4.857e+00
280, -1.997e+00
281, -7.178e-01
282, 4.760e+00
283, 6.536e+00
284, 5.784e+00
285, 3.115e+00
286, -2.131e+00
287, -1.635e+00
288, 9.822e-01
289, 2.290e+00
290, -1.348e+00
291, -5.487e+00
292, -7.371e+00
293, -1.118e+01
294, -7.392e+00
295, -6.293e+00
296, -6.303e+00
297, -7.349e+00
298, -7.024e+00
299, -1.104e+01
300, -1.224e+01
301, -1.257e+01
302, -8.268e+00
303, -6.229e+00
304, -7.980e+00
305, -9.099e+00
306, -1.024e+01
307, -1.169e+01
308, -1.490e+01
309, -1.308e+01
310, -6.146e+00
311, -5.864e+00
312, -8.734e+00
313, -8.114e+00
314, -1.317e+01
315, -1.436e+01
316, -4.842e+00
317, -7.098e+00
318, -4.119e-01
319, 8.302e-01
320, 9.030e-01
321, 5.111e-01
